time,symbol,event,magic,ticket,side,volume,price,sl,tp,profit,reason,extra_json
2026-05-01T18:14:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4615.8,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:15:24Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4617.0,0.0,0.0,-1.2,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:16:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4614.1,4615.3,4613.5,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:16:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4614.11,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:16:59Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4614.09,0.0,0.0,0.02,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:30:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4620.99,4622.19,4620.39,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:31:10Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4622.19,0.0,0.0,-1.3,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:31:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4620.95,4622.15,4620.35,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:32:01Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4620.93,0.0,0.0,0.02,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:32:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4620.85,4622.05,4620.25,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:33:14Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4620.31,0.0,0.0,0.6,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:33:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4619.76,4620.96,4619.16,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:33:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4619.76,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:33:59Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4619.74,0.0,0.0,0.02,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:34:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4617.6,4618.8,4617.0,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
